Time,Protocol,RNTI,Info
4155.598645,MAC-LTE,216,"UL-SCH: (SFN=443 , SF=7) UEId=0   (Long BSR) (Power Headroom Report) (3:140 bytes) (Padding:remainder) "
4155.635146,MAC-LTE,504,"UL-SCH: (SFN=355 , SF=8) UEId=0   (Short BSR) (Power Headroom Report) (3:82 bytes) (Padding:remainder) "
4156.593749,MAC-LTE,213,"UL-SCH: (SFN=848 , SF=0) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
4156.842233,MAC-LTE,207,"UL-SCH: (SFN=778 , SF=1) UEId=0   (Short BSR) (Power Headroom Report) (3:140 bytes) (Padding:remainder) "
4157.090269,MAC-LTE,210,"UL-SCH: (SFN=286 , SF=0) UEId=0   (Short BSR) (Power Headroom Report) (3:87 bytes) (Padding:remainder) "
4157.106745,MAC-LTE,204,"UL-SCH: (SFN=667 , SF=4) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4157.342276,MAC-LTE,501,"UL-SCH: (SFN=1007, SF=8) UEId=0   (Long BSR) (Power Headroom Report) (3:206 bytes) (Padding:remainder) "
4157.736902,MAC-LTE,210,"UL-SCH: (SFN=923 , SF=1) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4158.528474,MAC-LTE,501,"UL-SCH: (SFN=460 , SF=0) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4158.702039,MAC-LTE,450,"UL-SCH: (SFN=396 , SF=2) UEId=0   (Long BSR) (Power Headroom Report) (3:82 bytes) (Padding:remainder) "
4158.713219,MAC-LTE,201,"UL-SCH: (SFN=807 , SF=0) UEId=0   (Short BSR) (Power Headroom Report) (Padding:remainder) "
4158.827961,MAC-LTE,204,"UL-SCH: (SFN=18  , SF=7) UEId=0   (Short BSR) (3:82 bytes) (Padding:remainder) "
4159.0727,LTE RRC UL_CCCH,504,RRCConnectionReestablishmentRequest
4159.338963,RLC-LTE,216, [UL] [AM] SRB:1  [CONTROL]  ACK_SN=11   
4159.407121,MAC-LTE,450,"UL-SCH: (SFN=47  , SF=2) UEId=0   (Short BSR) (Power Headroom Report) (3:82 bytes) (Padding:remainder) "
4159.465146,MAC-LTE,216,"UL-SCH: (SFN=648 , SF=4) UEId=0   (Short BSR) (3:remainder) "
4159.945443,MAC-LTE,213,"UL-SCH: (SFN=243 , SF=2) UEId=0   (Long BSR) (3:82 bytes) (Padding:remainder) "
4161.09613,MAC-LTE,204,"UL-SCH: (SFN=471 , SF=4) UEId=0   (Short BSR) (Power Headroom Report) (3:69 bytes) (Padding:remainder) "
4161.225148,MAC-LTE,400,"UL-SCH: (SFN=777 , SF=2) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4161.467555,MAC-LTE,210,"UL-SCH: (SFN=132 , SF=4) UEId=0   (Long BSR) (3:remainder) (Padding:remainder) "
4161.615859,MAC-LTE,504,"UL-SCH: (SFN=492 , SF=5) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4162.036727,MAC-LTE,450,"UL-SCH: (SFN=371 , SF=7) UEId=0   (Short BSR) (Power Headroom Report) (3:143 bytes) (Padding:remainder) "
4162.076276,MAC-LTE,501,"UL-SCH: (SFN=930 , SF=1) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4162.943876,MAC-LTE,101,"UL-SCH: (SFN=82  , SF=0) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
4163.061817,MAC-LTE,400,"UL-SCH: (SFN=717 , SF=8) UEId=0   (Short BSR) (3:96 bytes) (Padding:remainder) "
4163.251434,MAC-LTE,201,"UL-SCH: (SFN=332 , SF=3) UEId=0   (Long BSR) (Power Headroom Report) (3:80 bytes) (Padding:remainder) "
4163.482473,MAC-LTE,450,"UL-SCH: (SFN=674 , SF=5) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
4163.804474,MAC-LTE,501,"UL-SCH: (SFN=602 , SF=5) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
4165.129711,MAC-LTE,201,"UL-SCH: (SFN=24  , SF=6) UEId=0   (Short BSR) (3:165 bytes) "
4165.237855,MAC-LTE,216,"UL-SCH: (SFN=404 , SF=6) UEId=0   (Long BSR) (Power Headroom Report) (3:128 bytes) (Padding:remainder) "
4165.260521,MAC-LTE,201,"UL-SCH: (SFN=821 , SF=7) UEId=0   (Short BSR) (Power Headroom Report) (3:206 bytes) (Padding:remainder) "
4165.495409,MAC-LTE,207,"UL-SCH: (SFN=195 , SF=2) UEId=0   (Short BSR) (Power Headroom Report) (3:206 bytes) "
4165.61725,MAC-LTE,204,"UL-SCH: (SFN=959 , SF=0) UEId=0   (Long BSR) (Power Headroom Report) (3:140 bytes) (Padding:remainder) "
4165.915412,MAC-LTE,207,"UL-SCH: (SFN=233 , SF=1) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
4165.96781,MAC-LTE,501,"UL-SCH: (SFN=58  , SF=5) UEId=0   (Long BSR) (3:87 bytes) (Padding:remainder) "
4166.122675,MAC-LTE,216,"UL-SCH: (SFN=364 , SF=8) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
4166.158982,MAC-LTE,216,"UL-SCH: (SFN=129 , SF=1) UEId=0   (Short BSR) (Power Headroom Report) (3:72 bytes) (Padding:remainder) "
4166.192217,MAC-LTE,400,"UL-SCH: (SFN=510 , SF=4) UEId=0   (Long BSR) (Power Headroom Report) (3:140 bytes) (Padding:remainder) "
4166.314273,MAC-LTE,213,"UL-SCH: (SFN=602 , SF=7) UEId=0   (Long BSR) (3:71 bytes) (Padding:remainder) "
4166.392426,MAC-LTE,507,"UL-SCH: (SFN=540 , SF=8) UEId=0   (Long BSR) (Power Headroom Report) (3:66 bytes) (Padding:remainder) "
4166.614175,MAC-LTE,504,"UL-SCH: (SFN=629 , SF=9) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4166.953562,MAC-LTE,501,"UL-SCH: (SFN=407 , SF=0) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4167.229246,MAC-LTE,207,"UL-SCH: (SFN=533 , SF=1) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4167.491055,MAC-LTE,501,"UL-SCH: (SFN=396 , SF=4) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4167.628977,MAC-LTE,210,"UL-SCH: (SFN=862 , SF=7) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4167.838628,MAC-LTE,216,"UL-SCH: (SFN=232 , SF=0) UEId=0   (Short BSR) (Power Headroom Report) (Padding:remainder) "
4168.500599,MAC-LTE,201,"UL-SCH: (SFN=819 , SF=5) UEId=0   (Short BSR) (3:206 bytes) (Padding:remainder) "
4168.789331,MAC-LTE,450,"UL-SCH: (SFN=624 , SF=4) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
4168.898456,MAC-LTE,216,"UL-SCH: (SFN=357 , SF=6) UEId=0   (Short BSR) (Power Headroom Report) (3:140 bytes) (Padding:remainder) "
4168.902778,MAC-LTE,213,"UL-SCH: (SFN=512 , SF=2) UEId=0   (Short BSR) (Power Headroom Report) (Padding:remainder) "
4168.989045,MAC-LTE,450,"UL-SCH: (SFN=988 , SF=5) UEId=0   (Short BSR) (Power Headroom Report) (3:82 bytes) (Padding:remainder) "
4169.532271,MAC-LTE,207,"UL-SCH: (SFN=917 , SF=2) UEId=0   (Short BSR) (Power Headroom Report) (3:128 bytes) (Padding:remainder) "
4169.669419,MAC-LTE,450,"UL-SCH: (SFN=930 , SF=0) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
4170.314189,RLC-LTE,213, [UL] [AM] SRB:1  [CONTROL]  ACK_SN=13   
4170.415534,MAC-LTE,201,"UL-SCH: (SFN=882 , SF=8) UEId=0   (Long BSR) (Power Headroom Report) (3:206 bytes) (Padding:remainder) "
4170.596411,MAC-LTE,507,"UL-SCH: (SFN=756 , SF=7) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4170.602446,MAC-LTE,210,"UL-SCH: (SFN=27  , SF=8) UEId=0   (Long BSR) (Power Headroom Report) (3:66 bytes) (Padding:remainder) "
4171.129662,MAC-LTE,201,"UL-SCH: (SFN=254 , SF=0) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4171.217866,MAC-LTE,400,"UL-SCH: (SFN=193 , SF=4) UEId=0   (Long BSR) (Power Headroom Report) (3:77 bytes) (Padding:remainder) "
4171.271563,MAC-LTE,504,"UL-SCH: (SFN=548 , SF=1) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4171.391305,MAC-LTE,213,"UL-SCH: (SFN=47  , SF=0) UEId=0   (Short BSR) (Power Headroom Report) (3:71 bytes) (Padding:remainder) "
4171.602702,MAC-LTE,213,"UL-SCH: (SFN=812 , SF=7) UEId=0   (Short BSR) (3:128 bytes) (Padding:remainder) "
4171.87076,MAC-LTE,207,"UL-SCH: (SFN=134 , SF=4) UEId=0   (Short BSR) (Power Headroom Report) (Padding:remainder) "
4172.30547,MAC-LTE,101,"UL-SCH: (SFN=749 , SF=3) UEId=0   (Long BSR) (Power Headroom Report) (3:82 bytes) (Padding:remainder) "
4172.401163,MAC-LTE,201,"UL-SCH: (SFN=955 , SF=9) UEId=0   (Short BSR) (Power Headroom Report) (3:80 bytes) (Padding:remainder) "
4172.467161,MAC-LTE,504,"UL-SCH: (SFN=46  , SF=0) UEId=0   (Short BSR) (Power Headroom Report) (3:140 bytes) (Padding:remainder) "
4172.916629,MAC-LTE,504,"UL-SCH: (SFN=27  , SF=0) UEId=0   (Short BSR) (Power Headroom Report) (3:206 bytes) (Padding:remainder) "
4173.015653,MAC-LTE,101,"UL-SCH: (SFN=129 , SF=1) UEId=0   (Long BSR) (3:remainder) (Padding:remainder) "
4173.516961,MAC-LTE,204,"UL-SCH: (SFN=977 , SF=4) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) "
4173.904034,MAC-LTE,450,"UL-SCH: (SFN=565 , SF=2) UEId=0   (Short BSR) (Power Headroom Report) (3:72 bytes) (Padding:remainder) "
4174.327556,MAC-LTE,400,"UL-SCH: (SFN=627 , SF=4) UEId=0   (Long BSR) (Power Headroom Report) (3:165 bytes) (Padding:remainder) "
4174.549766,MAC-LTE,210,"UL-SCH: (SFN=935 , SF=2) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4174.591368,MAC-LTE,450,"UL-SCH: (SFN=806 , SF=6) UEId=0   (Short BSR) (Power Headroom Report) (3:140 bytes) (Padding:remainder) "
4174.860537,MAC-LTE,201,"UL-SCH: (SFN=675 , SF=8) UEId=0   (Long BSR) (Power Headroom Report) (3:82 bytes) (Padding:remainder) "
4175.054707,MAC-LTE,101,"UL-SCH: (SFN=768 , SF=1) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4175.188453,MAC-LTE,101,"UL-SCH: (SFN=208 , SF=7) UEId=0   (Long BSR) (Power Headroom Report) (3:128 bytes) (Padding:remainder) "
4175.799538,MAC-LTE,204,"UL-SCH: (SFN=53  , SF=4) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4176.045204,MAC-LTE,504,"UL-SCH: (SFN=992 , SF=0) UEId=0   (Short BSR) (Power Headroom Report) (3:140 bytes) (Padding:remainder) "
4176.082034,MAC-LTE,501,"UL-SCH: (SFN=504 , SF=9) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4176.458205,MAC-LTE,400,"UL-SCH: (SFN=339 , SF=6) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
4176.582116,MAC-LTE,501,"UL-SCH: (SFN=445 , SF=9) UEId=0   (Long BSR) (Power Headroom Report) (3:82 bytes) (Padding:remainder) "
4176.662106,MAC-LTE,507,"UL-SCH: (SFN=155 , SF=0) UEId=0   (Long BSR) (3:128 bytes) (Padding:remainder) "
4176.893914,MAC-LTE,101,"UL-SCH: (SFN=364 , SF=5) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4177.038464,MAC-LTE,216,"UL-SCH: (SFN=928 , SF=9) UEId=0   (Short BSR) (3:71 bytes) "
4177.52555,MAC-LTE,207,"UL-SCH: (SFN=2   , SF=6) UEId=0   (Short BSR) (3:140 bytes) (Padding:remainder) "
4177.541042,MAC-LTE,204,"UL-SCH: (SFN=6   , SF=9) UEId=0   (Long BSR) (Power Headroom Report) (3:87 bytes) (Padding:remainder) "
4177.700737,MAC-LTE,507,"UL-SCH: (SFN=1007, SF=3) UEId=0   (Long BSR) (Power Headroom Report) (3:82 bytes) "
4177.959139,MAC-LTE,400,"UL-SCH: (SFN=39  , SF=9) UEId=0   (Long BSR) (Power Headroom Report) (3:69 bytes) (Padding:remainder) "
4178.083175,MAC-LTE,204,"UL-SCH: (SFN=358 , SF=9) UEId=0   (Long BSR) (Power Headroom Report) (3:128 bytes) (Padding:remainder) "
4178.274731,MAC-LTE,216,"UL-SCH: (SFN=295 , SF=5) UEId=0   (Short BSR) (Power Headroom Report) (Padding:remainder) "
4178.358417,MAC-LTE,501,"UL-SCH: (SFN=249 , SF=5) UEId=0   (Long BSR) (Power Headroom Report) (3:143 bytes) (Padding:remainder) "
4178.405876,MAC-LTE,507,"UL-SCH: (SFN=151 , SF=5) UEId=0   (Long BSR) (Power Headroom Report) (3:82 bytes) (Padding:remainder) "
4179.074577,MAC-LTE,450,"UL-SCH: (SFN=550 , SF=1) UEId=0   (Long BSR) (Power Headroom Report) (3:69 bytes) (Padding:remainder) "
4179.543102,MAC-LTE,216,"UL-SCH: (SFN=729 , SF=4) UEId=0   (Short BSR) (Power Headroom Report) (Padding:remainder) "
4179.563182,MAC-LTE,201,"UL-SCH: (SFN=850 , SF=2) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4179.569557,MAC-LTE,207,"UL-SCH: (SFN=352 , SF=6) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4179.760668,MAC-LTE,507,"UL-SCH: (SFN=685 , SF=5) UEId=0   (Short BSR) (3:remainder) (Padding:remainder) "
4180.201284,PDCP-LTE,507, [UL] [AM] SRB:1  [CONTROL]  ACK_SN=3      ||    [UL] [AM] SRB:1  [DATA] (P) sn=3   
4180.378696,MAC-LTE,504,"UL-SCH: (SFN=35  , SF=1) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4180.532906,MAC-LTE,507,"UL-SCH: (SFN=975 , SF=3) UEId=0   (Long BSR) (Power Headroom Report) (3:82 bytes) (Padding:remainder) "
4180.704216,MAC-LTE,400,"UL-SCH: (SFN=668 , SF=7) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
4180.78778,MAC-LTE,400,"UL-SCH: (SFN=145 , SF=3) UEId=0   (Long BSR) (Power Headroom Report) (3:64 bytes) (Padding:remainder) "
4180.878629,MAC-LTE,504,"UL-SCH: (SFN=415 , SF=1) UEId=0   (Long BSR) (Power Headroom Report) (3:66 bytes) (Padding:remainder) "
4180.887043,MAC-LTE,216,"UL-SCH: (SFN=128 , SF=8) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4181.496326,MAC-LTE,210,"UL-SCH: (SFN=34  , SF=5) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4181.68454,MAC-LTE,213,"UL-SCH: (SFN=912 , SF=1) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
4181.707313,MAC-LTE,400,"UL-SCH: (SFN=415 , SF=8) UEId=0   (Short BSR) (Power Headroom Report) (3:87 bytes) (Padding:remainder) "
4181.847689,MAC-LTE,504,"UL-SCH: (SFN=896 , SF=8) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4181.980961,MAC-LTE,207,"UL-SCH: (SFN=647 , SF=0) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4182.122533,MAC-LTE,213,"UL-SCH: (SFN=38  , SF=6) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4182.176702,MAC-LTE,400,"UL-SCH: (SFN=235 , SF=1) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4182.500563,MAC-LTE,504,"UL-SCH: (SFN=776 , SF=5) UEId=0   (Long BSR) (Power Headroom Report) (3:71 bytes) (Padding:remainder) "
4182.911645,MAC-LTE,450,"UL-SCH: (SFN=619 , SF=4) UEId=0   (Long BSR) (3:64 bytes) (Padding:remainder) "
4182.935011,MAC-LTE,501,"UL-SCH: (SFN=396 , SF=7) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4183.19172,MAC-LTE,504,"UL-SCH: (SFN=642 , SF=9) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4184.413578,MAC-LTE,501,"UL-SCH: (SFN=267 , SF=2) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
4184.472638,MAC-LTE,204,"UL-SCH: (SFN=495 , SF=7) UEId=0   (Long BSR) (Power Headroom Report) (3:74 bytes) (Padding:remainder) "
4184.558638,MAC-LTE,501,"UL-SCH: (SFN=841 , SF=6) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
4184.634122,MAC-LTE,213,"UL-SCH: (SFN=951 , SF=9) UEId=0   (Long BSR) (3:77 bytes) (Padding:remainder) "
4185.35863,MAC-LTE,450,"UL-SCH: (SFN=792 , SF=8) UEId=0   (Short BSR) (Power Headroom Report) (3:64 bytes) (Padding:remainder) "
4185.370482,MAC-LTE,204,"UL-SCH: (SFN=737 , SF=0) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4185.510969,MAC-LTE,207,"UL-SCH: (SFN=22  , SF=8) UEId=0   (Short BSR) (Power Headroom Report) (3:211 bytes) (Padding:remainder) "
4185.596728,MAC-LTE,213,"UL-SCH: (SFN=961 , SF=1) UEId=0   (Short BSR) (Power Headroom Report) (Padding:remainder) "
4186.208174,MAC-LTE,450,"UL-SCH: (SFN=482 , SF=8) UEId=0   (Long BSR) (Power Headroom Report) (3:80 bytes) (Padding:remainder) "
4186.461759,MAC-LTE,400,"UL-SCH: (SFN=450 , SF=5) UEId=0   (Short BSR) (Power Headroom Report) (3:74 bytes) (Padding:remainder) "
4186.470753,MAC-LTE,507,"UL-SCH: (SFN=542 , SF=9) UEId=0   (Long BSR) (Power Headroom Report) (3:143 bytes) (Padding:remainder) "
4186.756954,MAC-LTE,504,"UL-SCH: (SFN=646 , SF=2) UEId=0   (Long BSR) (Power Headroom Report) (3:71 bytes) (Padding:remainder) "
4186.930432,MAC-LTE,101,"UL-SCH: (SFN=783 , SF=5) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4187.216343,MAC-LTE,400,"UL-SCH: (SFN=506 , SF=5) UEId=0   (Long BSR) (Power Headroom Report) (3:74 bytes) (Padding:remainder) "
4187.332954,MAC-LTE,204,"UL-SCH: (SFN=382 , SF=3) UEId=0   (Short BSR) (Power Headroom Report) (Padding:remainder) "
4187.495863,MAC-LTE,201,"UL-SCH: (SFN=549 , SF=0) UEId=0   (Long BSR) (Power Headroom Report) "
4187.636259,MAC-LTE,501,"UL-SCH: (SFN=842 , SF=9) UEId=0   (Short BSR) (Power Headroom Report) (3:165 bytes) (Padding:remainder) "
4187.765106,MAC-LTE,504,"UL-SCH: (SFN=103 , SF=5) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4188.274479,MAC-LTE,501,"UL-SCH: (SFN=407 , SF=7) UEId=0   (Long BSR) (Power Headroom Report) (3:74 bytes) (Padding:remainder) "
4188.980809,MAC-LTE,201,"UL-SCH: (SFN=526 , SF=9) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4189.02104,MAC-LTE,201,"UL-SCH: (SFN=994 , SF=8) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4189.267253,MAC-LTE,507,"UL-SCH: (SFN=850 , SF=2) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4189.385295,MAC-LTE,201,"UL-SCH: (SFN=945 , SF=0) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4189.768068,MAC-LTE,204,"UL-SCH: (SFN=170 , SF=8) UEId=0   (Short BSR) (Power Headroom Report) (3:80 bytes) (Padding:remainder) "
4190.283265,MAC-LTE,204,"UL-SCH: (SFN=945 , SF=6) UEId=0   (Short BSR) (Power Headroom Report) (3:72 bytes) (Padding:remainder) "
4190.472839,MAC-LTE,507,"UL-SCH: (SFN=902 , SF=3) UEId=0   (Short BSR) (Power Headroom Report) (3:82 bytes) (Padding:remainder) "
4191.069578,MAC-LTE,204,"UL-SCH: (SFN=483 , SF=9) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4191.834458,MAC-LTE,213,"UL-SCH: (SFN=22  , SF=1) UEId=0   (Long BSR) (Power Headroom Report) (Padding:remainder) "
4192.853329,MAC-LTE,501,"UL-SCH: (SFN=913 , SF=6) UEId=0   (Short BSR) (3:211 bytes) (Padding:remainder) "
4192.945953,MAC-LTE,213,"UL-SCH: (SFN=946 , SF=0) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4192.980672,MAC-LTE,101,"UL-SCH: (SFN=968 , SF=8) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4193.819325,MAC-LTE,213,"UL-SCH: (SFN=484 , SF=4) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4193.919492,MAC-LTE,213,"UL-SCH: (SFN=902 , SF=4) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4194.278285,MAC-LTE,501,"UL-SCH: (SFN=472 , SF=5) UEId=0   (Short BSR) (Power Headroom Report) (3:82 bytes) (Padding:remainder) "
4194.422955,MAC-LTE,204,"UL-SCH: (SFN=1007, SF=3) UEId=0   (Short BSR) (Power Headroom Report) (3:74 bytes) (Padding:remainder) "
4194.624046,MAC-LTE,216,"UL-SCH: (SFN=292 , SF=9) UEId=0   (Short BSR) (Power Headroom Report) (3:74 bytes) (Padding:remainder) "
4194.870592,MAC-LTE,207,"UL-SCH: (SFN=325 , SF=7) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4194.995893,MAC-LTE,507,"UL-SCH: (SFN=404 , SF=1) UEId=0   (Short BSR) (Power Headroom Report) (3:128 bytes) (Padding:remainder) "
4195.351052,MAC-LTE,204,"UL-SCH: (SFN=783 , SF=5) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4195.443186,MAC-LTE,507,"UL-SCH: (SFN=577 , SF=4) UEId=0   (Long BSR) (Power Headroom Report) (3:72 bytes) (Padding:remainder) "
4195.575663,MAC-LTE,101,"UL-SCH: (SFN=461 , SF=1) UEId=0   (Long BSR) (3:remainder) (Padding:remainder) "
4195.898118,MAC-LTE,507,"UL-SCH: (SFN=640 , SF=3) UEId=0   (Long BSR) (Power Headroom Report) (3:128 bytes) (Padding:remainder) "
4196.232674,MAC-LTE,207,"UL-SCH: (SFN=394 , SF=1) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4196.299448,MAC-LTE,501,"UL-SCH: (SFN=744 , SF=1) UEId=0   (Long BSR) (Power Headroom Report) (3:165 bytes) (Padding:remainder) "
4196.594031,MAC-LTE,450,"UL-SCH: (SFN=36  , SF=5) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) "
4196.68831,MAC-LTE,400,"UL-SCH: (SFN=575 , SF=0) UEId=0   (Short BSR) (3:82 bytes) (Padding:remainder) "
4196.952196,MAC-LTE,504,"UL-SCH: (SFN=142 , SF=6) UEId=0   (Long BSR) (Power Headroom Report) (3:77 bytes) "
4197.026831,MAC-LTE,210,"UL-SCH: (SFN=557 , SF=1) UEId=0   (Long BSR) (Padding:remainder) "
4197.090815,MAC-LTE,450,"UL-SCH: (SFN=740 , SF=1) UEId=0   (Short BSR) (Power Headroom Report) (3:128 bytes) (Padding:remainder) "
4197.132044,MAC-LTE,504,"UL-SCH: (SFN=677 , SF=4) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4197.268151,MAC-LTE,213,"UL-SCH: (SFN=169 , SF=8) UEId=0   (Short BSR) (3:74 bytes) (Padding:remainder) "
4197.348053,MAC-LTE,101,"UL-SCH: (SFN=764 , SF=9) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4197.500229,MAC-LTE,501,"UL-SCH: (SFN=4   , SF=2) UEId=0   (Short BSR) (Power Headroom Report) (3:87 bytes) (Padding:remainder) "
4197.515095,MAC-LTE,207,"UL-SCH: (SFN=167 , SF=9) UEId=0   (Long BSR) (Power Headroom Report) "
4197.639996,MAC-LTE,201,"UL-SCH: (SFN=230 , SF=5) UEId=0   (Short BSR) (3:96 bytes) (Padding:remainder) "
4197.827673,MAC-LTE,450,"UL-SCH: (SFN=483 , SF=1) UEId=0   (Short BSR) (Power Headroom Report) (3:140 bytes) (Padding:remainder) "
4197.903671,MAC-LTE,400,"UL-SCH: (SFN=20  , SF=0) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4198.123525,MAC-LTE,101,"UL-SCH: (SFN=299 , SF=9) UEId=0   (Long BSR) (Power Headroom Report) (3:74 bytes) (Padding:remainder) "
4198.277507,MAC-LTE,216,"UL-SCH: (SFN=870 , SF=3) UEId=0   (Short BSR) (Power Headroom Report) (3:140 bytes) (Padding:remainder) "
4198.305553,MAC-LTE,400,"UL-SCH: (SFN=632 , SF=9) UEId=0   (Long BSR) (Power Headroom Report) "
4198.326475,MAC-LTE,400,"UL-SCH: (SFN=116 , SF=0) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) "
4198.387369,MAC-LTE,450,"UL-SCH: (SFN=887 , SF=7) UEId=0   (Short BSR) (Power Headroom Report) (3:71 bytes) (Padding:remainder) "
4198.624701,MAC-LTE,207,"UL-SCH: (SFN=846 , SF=9) UEId=0   (Short BSR) (Power Headroom Report) (3:87 bytes) (Padding:remainder) "
4198.652504,MAC-LTE,207,"UL-SCH: (SFN=257 , SF=5) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4198.719717,MAC-LTE,507,"UL-SCH: (SFN=992 , SF=2) UEId=0   (Long BSR) (3:165 bytes) (Padding:remainder) "
4199.020029,MAC-LTE,207,"UL-SCH: (SFN=997 , SF=3) UEId=0   (Long BSR) (Power Headroom Report) (3:71 bytes) "
4199.828134,MAC-LTE,450,"UL-SCH: (SFN=471 , SF=0) UEId=0   (Long BSR) (Power Headroom Report) (3:211 bytes) "
4200.116598,MAC-LTE,504,"UL-SCH: (SFN=54  , SF=6) UEId=0   (Long BSR) (Power Headroom Report) (3:143 bytes) (Padding:remainder) "
4200.28554,MAC-LTE,450,"UL-SCH: (SFN=827 , SF=6) UEId=0   (Long BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
4200.300185,MAC-LTE,210,"UL-SCH: (SFN=776 , SF=2) UEId=0   (Short BSR) (Power Headroom Report) (3:remainder) (Padding:remainder) "
